;name;retentionRate;fullStreams;consistency;amortisedConsistency;mean;score
0;&burn (with Vince Staples) (Billie Eilish);1.0;7;0.009036144578313253;0.01875;0.021021021021021023;1.5537908418682028e-06
1;'Till I Collapse (Eminem);0.8011052679888689;11;0.030120481927710843;0.04405286343612335;0.036085822882381484;5.35967113291501e-05
2;(Przerywnik) (Taco Hemingway);1.0434054335478984;16;0.02710843373493976;0.28125;0.05013359440470383;0.0008061056679131313
3;.38 Special (Shakewell);0.9480242729040953;28;0.06626506024096386;0.17054263565891473;0.09110143163042357;0.0056880278094515145
4;0 Słów (Otsochodzi);0.9902493271487314;125;0.20783132530120482;0.32701421800947866;0.3776626562999666;1.0639955122845208
5;012 (Jan-Rapowanie);0.9607285044064573;18;0.03614457831325301;0.08275862068965517;0.05481634109226033;0.00042056046857751685
6;05:05 (Bedoes);0.9555133117511193;74;0.1355421686746988;0.22388059701492538;0.23242215691243442;0.1339705324575851
7;0:59 (Danger);0.9312420200750359;6;0.015060240963855422;0.054945054945054944;0.01957565807965541;9.072500849613267e-06
8;100 dni do matury (Mata);0.8780890913260189;62;0.060240963855421686;0.19801980198019803;0.20567852589618466;0.01557958103740739
9;100 kmh (Taco Hemingway);1.0;19;0.03614457831325301;0.375;0.057057057057057055;0.0022234423687481093
10;1000 koni (Bedoes);0.9543011810181898;9;0.018072289156626505;0.03870967741935484;0.028657693123669364;1.7542033316662355e-05
11;100k On A Coupe (feat. Calboy) (Pop Smoke);0.8421607184033204;6;0.02108433734939759;0.1794871794871795;0.020232089331010703;4.829641823424996e-05
12;112 (PRO8L3M);0.839334375106416;4;0.015060240963855422;0.034482758620689655;0.012602618244841081;2.474151249521773e-06
13;15,2 (FREESTYLE) (Mata);0.9613642045454545;10;0.006024096385542169;0.07692307692307693;0.03175677552552553;4.5976358055913535e-06
14;1990s Utopia (Taco Hemingway);0.9193972036441881;46;0.04819277108433735;0.2318840579710145;0.15737429611927548;0.008307412561133792
15;1992 (Skeler);0.9167134865473567;4;0.015060240963855422;0.03731343283582089;0.013764466764975326;3.3376129794638443e-06
16;1996 (Włodi);0.8652883337505336;11;0.024096385542168676;0.03864734299516908;0.03897695197074475;3.648730331975106e-05
17;1998 (mam to we krwi) (Bedoes);0.9081972361517228;88;0.12048192771084337;0.36363636363636365;0.2781865408032304;0.20207947386126834
18;2#17 (PRO8L3M);0.9557345206352097;29;0.05120481927710843;0.07456140350877193;0.09471242997285863;0.0015937191193648485
19;2001 (Mata);0.9732011487470003;14;0.006024096385542169;0.07692307692307693;0.04383788958319821;7.749943784570718e-06
20;2031 (Taco Hemingway);0.9500053670965652;73;0.09337349397590361;0.17222222222222222;0.22252377968027653;0.04666589514264444
21;2040 (PRO8L3M);0.8994234139912856;25;0.045180722891566265;0.06726457399103139;0.08373010760879837;0.0008035297450862083
22;2049 (Hans Zimmer);0.8892786575632213;7;0.015060240963855422;0.029239766081871343;0.024034558312519497;5.691537307137876e-06
23;26-300 (Kuban);0.8837986423923924;13;0.009036144578313253;0.01507537688442211;0.0424647996344693;2.575722504493921e-06
24;2K30 (prod. Hatti Vatti, cuty: DJ Panda) (Pezet);0.9461264018643049;20;0.0572289156626506;0.16964285714285715;0.06534806979843547;0.0025427947965282107
25;2U (Portwave);0.9380300657856062;12;0.018072289156626505;0.23076923076923078;0.03661979235799664;0.00015229194657191626
26;3.5 karrat (schafter);0.8284200062418364;4;0.012048192771084338;0.057971014492753624;0.012438738832460008;2.5763451163633043e-06
27;30 Hours (Kanye West);0.9292259356523493;50;0.06626506024096386;0.16793893129770993;0.16184715996347226;0.012808131300246965
28;35 (Taco Hemingway);0.9577975448754626;94;0.14457831325301204;0.21052631578947367;0.29337942816005164;0.20554306065974623
29;4 AM in Girona (Taco Hemingway);0.9725012984053464;119;0.1566265060240964;0.28888888888888886;0.3738143129005537;0.4876594701297266
30;5% TINT (Travis Scott);0.9563844504039672;17;0.024096385542168676;0.2962962962962963;0.051696456778592824;0.0006082391249088616
31;515 (Taco Hemingway);0.9271890833117288;97;0.1897590361445783;0.2775330396475771;0.3090630277705763;0.46328848364852676
32;6 rano (PlanBe);1.0;10;0.018072289156626505;0.028708133971291867;0.03003003003003003;1.6248346834702598e-05
33;6 zer (Taco Hemingway);1.0;17;0.02710843373493976;0.28125;0.05105105105105105;0.0007938759544853712
34;67-410 (Mata);0.8179557147033031;16;0.012048192771084338;0.15384615384615385;0.05403911628670471;5.557303844131823e-05
35;745 (Vince Staples);0.7494912584339548;8;0.018072289156626505;0.15789473684210525;0.029259418497421658;3.9641489393427546e-05
36;777moneymaker (PRO8L3M);0.9382494154325799;22;0.03614457831325301;0.05357142857142857;0.07043914530274624;0.00035973763656066215
37;780 Days (Carbon Based Lifeforms);0.9073065185519841;5;0.009036144578313253;0.014778325123152709;0.016347865199134847;6.350386368373873e-07
38;8 (Billie Eilish);0.9419263360681135;11;0.018072289156626505;0.04195804195804196;0.03394329138984193;2.4640248721750414e-05
39;8 kobiet - Remix (TACONAFIDE);0.9309934882553043;113;0.21084337349397592;0.36649214659685864;0.36065513508989266;0.958301958376221
40;80's (Tymek);0.9619973544973545;40;0.04819277108433735;0.12903225806451613;0.12133299966633299;0.0038641974491508964
41;9 Żyć (feat. Otsochodzi, schafter & PlanBe) (Kubi Producent);0.9314416832386053;30;0.04819277108433735;0.12121212121212122;0.09510215384418193;0.002259631493383735
42;900729 (Taco Hemingway);0.8910685732303689;154;0.25903614457831325;0.3805309734513274;0.5057416226442637;2.220332780274146
43;911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy) (Tyler, The Creator);1.0;10;0.009036144578313253;0.018633540372670808;0.03003003003003003;2.636571807805002e-06
44;93 'Til Infinity (Souls Of Mischief);0.8935931253135555;23;0.03313253012048193;0.3793103448275862;0.07245349664704503;0.0020584533961063535
45;99 Luftballons (Nena);0.7595610158522584;5;0.018072289156626505;0.02830188679245283;0.020528676104115094;3.820476492117206e-06
46;9999999 (Aperture Science Psychoacoustic Laboratories);0.9076891896105516;4;0.009036144578313253;0.013824884792626729;0.01635476017316309;4.757559960188222e-07
47;@ (trailer) (chillwagon);0.8760923893172591;21;0.0572289156626506;0.17757009345794392;0.06840360997672294;0.0024516556946751204
48;A & K (Otsochodzi);0.9681023270459459;119;0.1927710843373494;0.3033175355450237;0.38084505958864534;0.7757913837279724
49;A BOY IS A GUN* (Tyler, The Creator);0.9513286167244887;21;0.04216867469879518;0.10606060606060606;0.06570738193592564;0.0009188011002422719
50;A Better Place (Jed Palmer);0.9733565579000609;13;0.015060240963855422;0.19230769230769232;0.040921897329131686;0.00010867399913777808
51;A Golden Star Is Born (ConcernedApe);1.0;11;0.015060240963855422;0.026455026455026454;0.03303303303303303;1.1996068925549557e-05
52;A Horse Is Not A Home (Miike Snow);1.0004752362320104;10;0.018072289156626505;0.03296703296703297;0.030044301388348658;1.8680992136023247e-05
53;A Horse with No Name (America);0.7718694231604605;5;0.009036144578313253;0.01744186046511628;0.01622548336973941;5.4040038561438e-07
54;A Little Party Never Killed Nobody (All We Got) (Fergie);0.9279457547757216;36;0.0572289156626506;0.08016877637130802;0.11146495552861525;0.0027173973171214297
55;A Million on My Soul (Alexiane);1.0253779629948767;27;0.0391566265060241;0.05752212389380531;0.09545560616468823;0.0007735313034068133
56;A Moment Apart (ODESZA);0.9586345256517633;116;0.18674698795180722;0.40522875816993464;0.36560535963295476;0.9109150318743532
57;A New Course (Opening Movie) (Christopher Tin);0.9819356955308581;11;0.006024096385542169;0.03125;0.0324363142667851;2.1662490051852634e-06
58;A New Dawn (Andreas Waldetoft);0.9629290285188541;18;0.024096385542168676;0.0975609756097561;0.05494189652209678;0.00022161177280729494
59;A New Error (Moderat);0.9656216705780284;27;0.045180722891566265;0.15;0.0869929432953179;0.0022736174495707885
60;A New History (Epic Mountain);0.9534253971674509;19;0.018072289156626505;0.06315789473684211;0.05726278661666371;8.525448818073184e-05
61;A Place Among the Stars (Hans Zimmer);0.9302284457577118;36;0.030120481927710843;0.09090909090909091;0.11173915264356898;0.0008588465326244518
62;A Sad Song (Alex's Theme) (ConcernedApe);0.9791579321371469;5;0.012048192771084338;0.021164021164021163;0.014702071053110314;1.7856928444480673e-06
63;A Stillness in the Rain (Abigail's Melody) (ConcernedApe);0.9782427212154209;6;0.012048192771084338;0.021164021164021163;0.01762599497685443;2.3418729166082196e-06
64;A Storm Is Coming (Lorne Balfe);1.013366130820399;20;0.02108433734939759;0.040229885057471264;0.06086283067990385;9.061655420404502e-05
65;A Terrible Choice (Lorne Balfe);1.0;11;0.018072289156626505;0.03468208092485549;0.03303303303303303;2.2646359205393528e-05
66;A mówiłem Ci (Taco Hemingway);0.9731644700794778;19;0.024096385542168676;0.25;0.058448316521289956;0.0006314746324127317
67;A nie pamiętasz jak? (SB Maffija);0.8954179820106123;14;0.0391566265060241;0.16455696202531644;0.051089914889494395;0.0006401386461210814
68;A.D.H.D (Kendrick Lamar);0.9851414889533947;14;0.030120481927710843;0.06134969325153374;0.04141735989593852;0.0001539049857634078
69;A.H.B. (S U R V I V E);1.0;16;0.03313253012048193;0.2;0.04804804804804805;0.0007700112242298635
70;A2 (PRO8L3M);1.0;12;0.012048192771084338;0.10526315789473684;0.036036036036036036;3.480727001560073e-05
71;A4 (PlanBe);0.9622863470170329;15;0.02108433734939759;0.03349282296650718;0.04623598063745503;4.446943486001497e-05
72;AHA (Otsochodzi);0.9785544482600853;232;0.24397590361445784;0.38388625592417064;0.7346504866817457;4.351057224250436
73;AJETLAGTOMÓJNOWYDRAG (Quebonafide);0.901062240142488;23;0.02710843373493976;0.1;0.07305910055209362;0.0003709227143351125
74;ALERT RCB (Taco Hemingway);0.91373895571771;112;0.14156626506024098;0.373015873015873;0.3594588684655255;0.4191155427834022
75;ANTYSMOGOWA MASKA W MOIM CARRY-ON BAGGAGE (Taco Hemingway);0.9577146024027461;107;0.13855421686746988;0.36507936507936506;0.33074228010905643;0.3955739069099343
76;ARE WE STILL FRIENDS? (Tyler, The Creator);0.9579900198741543;20;0.03614457831325301;0.09090909090909091;0.060413785037108834;0.0005358134703904495
77;ASPARTAM (Quebonafide);0.9289534475272354;57;0.07228915662650602;0.26666666666666666;0.17853759952475393;0.028962940445001386
78;ATM (J. Cole);0.9300062681059885;12;0.018072289156626505;0.07792207792207792;0.03630655100714069;5.033062843967754e-05
79;Aard (Kartky);0.6081722660464921;3;0.0030120481927710845;0.005291005291005291;0.010958058847684542;5.5757503502439575e-09
80;Abiogenesis (Carbon Based Lifeforms);0.9641487688134686;24;0.060240963855421686;0.08403361344537816;0.08106956614647783;0.0019371583847035898
81;Abonent jest czasowo niedostępny (Taco Hemingway);1.0015366699923751;69;0.09036144578313253;0.16666666666666666;0.21654846918754053;0.04383040175804147
82;Accede (Carbon Based Lifeforms);0.9169706000477291;31;0.07228915662650602;0.11822660098522167;0.09637829129630786;0.004999466330062454
83;Ach nie mnie jednej (The Dumplings);0.8701430161673008;30;0.0572289156626506;0.08189655172413793;0.09668255735192234;0.001894406816362741
84;Acid Rain (Lorn);0.8991492173439491;23;0.05120481927710843;0.2328767123287671;0.07290399059545535;0.00306559489666326
85;Across The Room (feat. Leon Bridges) (ODESZA);0.9256585364324389;8;0.009036144578313253;0.0196078431372549;0.02501779828195781;1.735850493658871e-06
86;Adagio For TRON (Daft Punk);0.948260303045821;13;0.02108433734939759;0.03783783783783784;0.03986679952745194;3.9260009728052694e-05
87;Adieu (Taco Hemingway);0.9474217294749215;152;0.22289156626506024;0.4111111111111111;0.47513341988682245;1.920810612254701
88;Adios (PRO8L3M);1.0;7;0.006024096385542169;0.05263157894736842;0.021021021021021023;1.9384525122722223e-06
89;Afraid (The Neighbourhood);0.9605679306020886;33;0.04216867469879518;0.08484848484848485;0.10672977006689872;0.001500848614637599
90;Afraid of Time (Hans Zimmer);0.9565379717131582;43;0.03313253012048193;0.1;0.13213437447088672;0.0015699650877030464
91;Afraid, Unafraid (SLUMBERJACK);0.9036199776785715;17;0.04819277108433735;0.06584362139917696;0.054271470130845136;0.00049452000993707
92;Africa (TOTO);0.8678506371270309;9;0.024096385542168676;0.0425531914893617;0.036486212972307606;3.199136872478057e-05
93;After Dark (Mr.Kitty);0.7251745229448917;21;0.05120481927710843;0.10240963855421686;0.08493034953408642;0.0008641683075683158
94;After Hours (The Weeknd);0.9806979121848411;9;0.012048192771084338;0.045454545454545456;0.02650534897796868;9.29824336007056e-06
95;Afterlife (John D. Boswell);1.1636905341460089;14;0.02108433734939759;0.05785123966942149;0.04892392636049287;0.00010784407087859159
96;Again (Avonlea);0.913789657395196;37;0.03313253012048193;0.16176470588235295;0.11799686266664693;0.0018846139700145917
97;Aglow (Intro) - Slowed Down Version (Karamel Kel);0.9748640805596173;26;0.030120481927710843;0.2702702702702703;0.07904303355888788;0.0017033951012927343
98;Ali Bomaye (The Game);0.847621085482161;24;0.05421686746987952;0.07407407407407407;0.07127144262312464;0.001002322764871363
99;All Directions (Son Lux);0.8470594041863879;8;0.012048192771084338;0.022598870056497175;0.025437219344936576;3.0031918832982977e-06
100;All I Know (Fenech-Soler);0.9650161805258086;53;0.09939759036144578;0.16019417475728157;0.1680808963077985;0.03202599781247001
101;All I Need (Clams Casino);0.9132056617814159;20;0.03313253012048193;0.3055555555555556;0.06581662427253449;0.0014352725389635257
102;All Mine (Kanye West);0.9724460629946892;18;0.03614457831325301;0.06451612903225806;0.055484910501198484;0.0003379446856479915
103;All Mirrors (Angel Olsen);0.9677625762636541;22;0.05120481927710843;0.13934426229508196;0.06974865414512824;0.00198810359396078
104;All Of The Lights (Interlude) (Kanye West);0.9894735996658796;10;0.009036144578313253;0.022900763358778626;0.029713921911888274;3.155765415396698e-06
105;All Of The Lights (Kanye West);0.8646665927441461;42;0.10542168674698796;0.1440329218106996;0.14021620422878048;0.018822072648347572
106;All The Stars (with SZA) (Kendrick Lamar);0.9775882946838901;54;0.07530120481927711;0.15337423312883436;0.16733493332426946;0.018359265703678754
107;All The Things She Said (t.A.T.u.);0.6208408464424132;4;0.02108433734939759;0.059322033898305086;0.016779482336281442;5.2667873101106336e-06
108;All We Do (Oh Wonder);1.0;5;0.015060240963855422;0.023923444976076555;0.015015015015015015;3.324454927629971e-06
109;All the Bombs (Epic Mountain);0.955267231175453;11;0.02108433734939759;0.07;0.03442404436668299;5.795505799037893e-05
110;All the Right Things (Son Lux);0.926446881236557;6;0.0030120481927710845;0.0043859649122807015;0.02225698213180918;3.0571336252697375e-08
111;Alles Ist Miteinander Verbunden (Ben Frost);1.0;7;0.006024096385542169;0.0273972602739726;0.021021021021021023;1.0090574721417047e-06
112;Alleyways (The Neighbourhood);0.9729856213932971;16;0.012048192771084338;0.024390243902439025;0.04967193862968784;1.1952213468041971e-05
113;Alone Again (The Weeknd);0.9479877765913627;15;0.015060240963855422;0.056818181818181816;0.045548962238624036;3.707551146836296e-05
114;Alpha Centauri (From Stellaris Original Game Soundtrack) (Paradox Interactive);0.9725373518804741;23;0.0391566265060241;0.1566265060240964;0.07009278211751163;0.0013830977108221106
115;Alternate World (Alternate Age) (Son Lux);1.0923166177442407;15;0.03313253012048193;0.048034934497816595;0.04920345124974057;0.0002093401492437775
116;Alternate World (Son Lux);1.0044273482786208;70;0.0963855421686747;0.13793103448275862;0.217173480708891;0.042172007664523364
117;Always Like This (Dan Croll);0.9133818117880511;22;0.03313253012048193;0.05238095238095238;0.07405798473957173;0.0002872076063955316
118;Amazing (Kanye West);0.9537907445624799;18;0.030120481927710843;0.07633587786259542;0.06014896587330955;0.00027812839661386934
119;American Sports (Arctic Monkeys);1.0;8;0.009036144578313253;0.01775147928994083;0.024024024024024024;1.7972717825508177e-06
120;Amerykańskie fury (Reto);0.8386037662589788;13;0.02710843373493976;0.0430622009569378;0.04281160368289082;5.986083801164068e-05
121;Amour plastique (Videoclub);0.8541395362334763;13;0.006024096385542169;0.07692307692307693;0.04360472106897626;5.528511661679711e-06
122;Anarchia 2019 (zawsze chciałem to zrobić) (Bedoes);0.8761783536869343;15;0.030120481927710843;0.09259259259259259;0.04999215831847373;0.00021628545713661362
123;Ancient Stones (Jeremy Soule);0.9117171165302542;5;0.015060240963855422;0.05102040816326531;0.016427335432977554;6.1642685879549815e-06
124;And the Warrior Whispers Back (Lorne Balfe);0.9953887762001352;5;0.009036144578313253;0.017341040462427744;0.01494577742042245;8.575436431596366e-07
125;Anderer Mensch - Anderer Schmetterling (Ben Frost);1.0;8;0.006024096385542169;0.0273972602739726;0.024024024024024024;1.2328317858999016e-06
126;Anderes Winden 2052 (Ben Frost);0.7867919250551031;5;0.009036144578313253;0.0410958904109589;0.01653916959575292;1.3357075455317746e-06
127;Andromeda (LXST CXNTURY);0.943794321336026;4;0.012048192771084338;0.10810810810810811;0.014171085905946337;6.6560773324073695e-06
128;Angels (The xx);0.987880952658367;46;0.08433734939759036;0.15384615384615385;0.14239725443724208;0.01853721136780015
129;Animal (Miike Snow);0.9500491177366278;99;0.19578313253012047;0.2674897119341564;0.3081240381848519;0.5085664798408503
130;Animal - Mark Ronson Remix (Miike Snow);0.6537472427758884;3;0.009036144578313253;0.016483516483516484;0.00981602466630463;1.7097201275840987e-07
131;Animal Planet (PRO8L3M);1.0;9;0.009036144578313253;0.07894736842105263;0.02702702702702703;9.537743693990089e-06
132;Anja (Taco Hemingway);0.9388950408843048;179;0.2740963855421687;0.5083798882681564;0.5723594393378794;4.559492699963811
133;Annie (Air Jackson);0.907549758085338;9;0.012048192771084338;0.15384615384615385;0.02725374648904919;2.7329202880854683e-05
134;Another Egghead (Justin Hurwitz);1.0;11;0.012048192771084338;0.03669724770642202;0.03303303303303303;1.0649867869610825e-05
135;Answer Me (BOKKA);1.0;5;0.006024096385542169;0.011235955056179775;0.015015015015015015;2.4981971411223877e-07
136;Antibiotics Apocalypse (Epic Mountain);1.0;14;0.02108433734939759;0.07526881720430108;0.042042042042042045;9.605167458507552e-05
137;Antidotum (Reto);0.9583438590159991;16;0.03313253012048193;0.05263157894736842;0.04892446127108704;0.00018779383860278724
138;Ants, Pt. 1 (Epic Mountain);0.9582716808306554;10;0.018072289156626505;0.06;0.03165462008749913;3.201646982392591e-05
139;Ants, Pt. 2 (Epic Mountain);0.9393256220688899;8;0.015060240963855422;0.052083333333333336;0.028207976638705404;1.4004606312932373e-05
140;Anvil (Lorn);0.8048990566037735;18;0.0391566265060241;0.0783132530120482;0.06042785710238541;0.00034420703323030205
141;Anything for You. (barnacle boi);0.8648679903511243;14;0.024096385542168676;0.05970149253731343;0.04674962110006076;7.848844517837569e-05
142;Apartment (BOBI ANDONOV);0.9486581599787807;86;0.13253012048192772;0.24043715846994534;0.2706382138077602;0.1700369382108029
143;Apex Legends: Main Theme (Stephen Barton);0.9861779937504304;19;0.024096385542168676;0.22857142857142856;0.05922990953456039;0.0005968435421343796
144;Apokalypse (Ben Frost);1.0;5;0.006024096385542169;0.0273972602739726;0.015015015015015015;6.091494398901164e-07
145;Apollo 11 Launch (Justin Hurwitz);1.0;13;0.015060240963855422;0.045871559633027525;0.03903903903903904;2.672392593034918e-05
146;Aqua Pura (MISOGI);1.0;18;0.0391566265060241;0.22413793103448276;0.05405405405405406;0.001438177655083278
147;Aquatic (Son Lux);0.7728894765148798;5;0.015060240963855422;0.027472527472527472;0.018567915351708826;2.5359975164959347e-06
148;Arabella (Arctic Monkeys);0.900413505551529;41;0.05120481927710843;0.07083333333333333;0.13249327859466944;0.0022471089847083117
149;Arabska noc (Quebonafide);0.7563226825663762;7;0.018072289156626505;0.029850746268656716;0.022712392869861146;5.883357825205662e-06
150;Are You With Me - Radio Edit (Lost Frequencies);1.0709498380587337;14;0.02108433734939759;0.02880658436213992;0.04502491811658339;4.3631931578175924e-05
151;Arecibo (Carbon Based Lifeforms);0.9910565153992311;7;0.009036144578313253;0.012605042016806723;0.02083301984322708;1.0213665617220994e-06
152;Arena (Daft Punk);1.142513282648898;18;0.02710843373493976;0.04326923076923077;0.06518844555654371;0.00019075167458959796
153;Armory (Daft Punk);1.000032954922374;19;0.024096385542168676;0.043243243243243246;0.05705893736794326;0.00011396359209525787
154;Armstrong Cabin (Justin Hurwitz);1.0;11;0.012048192771084338;0.03669724770642202;0.03303303303303303;1.0649867869610825e-05
155;Arrival (Daft Punk);1.000009485157507;14;0.02108433734939759;0.03365384615384615;0.042042440817432726;4.294719981054027e-05
156;Art of Forgetting (r.roo);0.9103790344724002;7;0.015060240963855422;0.19230769230769232;0.02733870974391592;4.184003507166962e-05
157;Art-B (TACONAFIDE);1.0063738269099205;184;0.19879518072289157;0.3350253807106599;0.574207288627282;1.8696497393329214
158;Art-Hop (Białas);0.9675737319955011;9;0.018072289156626505;0.07692307692307693;0.03196189505090244;3.7845120294583195e-05
159;Art. 258 (PRO8L3M);0.8136363996834204;59;0.09036144578313253;0.13452914798206278;0.21257167198936208;0.019780997059840443
160;As The Rush Comes - Gabriel & Dresden Chillout Mix (Motorcycle);0.8958209578641378;75;0.13253012048192772;0.21674876847290642;0.25018423147557006;0.11460920277661997
161;Ashes of Our Fathers (M83);0.9552189538097815;12;0.018072289156626505;0.039473684210526314;0.04015935541542624;2.82887964791425e-05
162;Asura (Yedgar);1.0;13;0.024096385542168676;0.18181818181818182;0.03903903903903904;0.0002711652469674413
163;Atmospheric Entry (Hans Zimmer);1.0;22;0.02710843373493976;0.08181818181818182;0.06606606606606606;0.0003399934733494022
164;Atrophies (Blanck Mass);0.50125643500119;2;0.0030120481927710845;0.004366812227074236;0.012042196636665226;2.184696561893442e-09
165;Audio Deepest Night (Cell);0.8982504144200455;10;0.02710843373493976;0.15;0.032369384303425064;0.00016001554771853766
166;Automation (Epic Mountain);0.9710987411027148;32;0.018072289156626505;0.05555555555555555;0.10206743525103609;0.00017493398512243862
167;Ave Plague (King Plague);0.9919195012103268;28;0.05421686746987952;0.11392405063291139;0.08340464274441187;0.0026643437900602186
168;Avemariah (Reto);1.0157823104520884;17;0.02108433734939759;0.08974358974358974;0.051856754587644154;0.00015935886535254205
169;Awake (Jeremy Soule);0.8761084618779534;4;0.015060240963855422;0.05102040816326531;0.01315478170987918;4.074978616348504e-06
170;Awizo (Taco Hemingway);0.9159997354501106;50;0.08734939759036145;0.12719298245614036;0.15679274750947841;0.0161215452024251
171;Azure (Noah B);1.0;15;0.02710843373493976;0.20454545454545456;0.04504504504504504;0.0004785347231298751
172;B.I.G. (X Ambassadors);0.930777682376137;26;0.05120481927710843;0.06995884773662552;0.08385384525911141;0.0011964404442831125
173;BDSM (Quebonafide);0.8373934276963826;4;0.009036144578313253;0.015;0.012573474890336075;3.8521602706597534e-07
174;BEST INTEREST (Tyler, The Creator);1.0;7;0.006024096385542169;0.02564102564102564;0.021021021021021023;9.443743008505697e-07
175;BLINDSQUA' (Reto);1.0;8;0.012048192771084338;0.019138755980861243;0.024024024024024024;3.4448505405049883e-06
176;BLOODY TEAR (LXST CXNTURY);0.9329643431015188;11;0.030120481927710843;0.136986301369863;0.033620336688343015;0.0002181849439411975
177;BLUEBERRY (Guzior);0.8359478609625669;12;0.02108433734939759;0.2692307692307692;0.042676016926016934;0.00020733669511520029
178;BMK (PRO8L3M);0.9776978854645956;50;0.06626506024096386;0.23655913978494625;0.15267354367615307;0.019398590517731663
179;BRACKETS (J. Cole);0.9755894181348069;12;0.02710843373493976;0.11688311688311688;0.038086073380638116;0.00019145166329473024
180;BUBBLETEA (Quebonafide);0.903633607198748;16;0.030120481927710843;0.1111111111111111;0.04884505984858097;0.00029106928414712404
181;BXL (Taco Hemingway);0.9646498072075793;100;0.17771084337349397;0.25877192982456143;0.3128593969321879;0.42536229069711595
182;Baba Yetu (Christopher Tin);0.8063263886904252;9;0.009036144578313253;0.046153846153846156;0.0363210084995687;4.202594089112024e-06
183;Babushka Boi (A$AP Rocky);0.9959742642146514;17;0.030120481927710843;0.12987012987012986;0.050845533007955176;0.00044802749180601766
184;Baby Mark (Justin Hurwitz);1.0;10;0.012048192771084338;0.03669724770642202;0.03003003003003003;9.231136903711432e-06
185;Back of the Car (Miike Snow);0.9762337785465208;22;0.02108433734939759;0.038461538461538464;0.07035919124659609;9.509054268794318e-05
186;Bacteriophage (Epic Mountain);0.8284817267598724;6;0.02108433734939759;0.07;0.022391398020537093;1.9176779552009385e-05
187;Bad Boy (feat. Beteo, ReTo & Siles) (Kubi Producent);0.9609194576423078;26;0.03614457831325301;0.07741935483870968;0.08079803247442832;0.0006902137204531951
188;Bad Girls (M.I.A.);0.9592682387368995;28;0.06325301204819277;0.08641975308641975;0.08930124744998164;0.002662210352071538
189;Bad Liar (Imagine Dragons);0.9333269932086528;22;0.018072289156626505;0.03680981595092025;0.07006959408473369;6.098810142613812e-05
190;Bagaże (PRO8L3M);0.9594438775635558;27;0.04216867469879518;0.15053763440860216;0.0835551725205499;0.0019231562785427471
191;Bakacje (Bitamina);0.9749277311308792;10;0.02108433734939759;0.040229885057471264;0.03220481994726628;3.0505207930739674e-05
192;Bakayoko (Taco Hemingway);0.951917398846508;177;0.24397590361445784;0.45251396648044695;0.5517118858179462;3.208882570623419
193;Balenciaga (HFEDOT);0.9616219008264462;14;0.018072289156626505;0.08450704225352113;0.04331630183902911;7.436723728676065e-05
194;Bandito (Twenty One Pilots);0.8400006078096072;26;0.03614457831325301;0.07228915662650602;0.08576582782440431;0.0005073984932309921
195;Bania (Reto);0.8071615157419654;11;0.02108433734939759;0.03349282296650718;0.038782535290905244;2.1013739505863646e-05
196;Bank Account (21 Savage);1.0;14;0.030120481927710843;0.07936507936507936;0.042042042042042045;0.00020669178898634886
197;Bardzo przepraszam (Bedoes);1.0;8;0.015060240963855422;0.03225806451612903;0.024024024024024024;9.072250037368227e-06
198;Basic Space (The xx);1.0;29;0.030120481927710843;0.0546448087431694;0.08708708708708708;0.0004242751766529463
199;Bassheads (Gangrene);0.9315410952386719;6;0.02108433734939759;0.02880658436213992;0.019581944944957064;9.330284347823022e-06
200;Batphone (Arctic Monkeys);0.9748341390139648;8;0.006024096385542169;0.011834319526627219;0.023419438775110265;4.996510489533853e-07
201;Battle For Supremacy (From Stellaris Original Game Soundtrack) (Paradox Interactive);1.0;19;0.030120481927710843;0.12195121951219512;0.057057057057057055;0.0005021324229331774
202;Beauty (Epic Mountain);0.92745588754811;4;0.012048192771084338;0.041237113402061855;0.013925764077298949;2.4304579144689677e-06
203;Believe (Eminem);0.7884271655298514;11;0.018072289156626505;0.02857142857142857;0.04025003547749992;1.2801394080336987e-05
204;Believer (Imagine Dragons);0.9551646689401913;198;0.12349397590361445;0.16872427983539096;0.6138295470066095;0.36417884458380073
205;Believer - Live/Acoustic (Imagine Dragons);0.8149110169491526;6;0.006024096385542169;0.011111111111111112;0.01957744184862829;2.2479720880218013e-07
206;Benevento (TACONAFIDE);0.9657049124982039;51;0.0783132530120482;0.13612565445026178;0.16530084087807093;0.016143849419250005
207;Benjamin (Super Supreme Pizza) (Otsochodzi);0.963849407143809;68;0.09337349397590361;0.14691943127962084;0.21129431447897315;0.037196120522542474
208;Benz-Dealer (Tommy Cash);0.9368133780497644;21;0.024096385542168676;0.3076923076923077;0.07033133468842075;0.0008732132920352228
209;Best Friends (grandson);0.9284253744131746;20;0.024096385542168676;0.048484848484848485;0.06133741212339292;0.00012019781482784548
210;Bestia (Young Igi);0.9365885730966675;82;0.12650602409638553;0.2545454545454545;0.26438235997323345;0.1506661043123064
211;Better Now (Post Malone);0.9308162894675395;46;0.060240963855421686;0.12195121951219512;0.1397622056257567;0.006594025555348785
212;Bevor Alles Wieder Passiert (Ben Frost);0.9157019742466947;7;0.006024096385542169;0.0273972602739726;0.024748702006667424;9.180651753322806e-07
213;Bez '00 (Otsochodzi);0.9370901274819627;69;0.07530120481927711;0.11848341232227488;0.21668450395228567;0.018949037100324525
