;trackName;artists;primaryArtist;album;durationMs;explicit;artistGenres;popularity;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;timeSignature
114;Wrzask;['Reto'];Reto;good7uck;260738;True;['polish hip hop', 'polish trap'];37;0.38;0.48;6.0;-10.979;0.0;0.175;0.601;5.95e-05;0.221;0.0816;171.033;3.0
115;Żyrandol;['Taco Hemingway'];Taco Hemingway;Marmur;230986;False;['polish hip hop', 'polish trap'];49;0.728;0.634;11.0;-8.255;1.0;0.361;0.229;0.0;0.554;0.635;79.857;4.0
116;Yo Mamo!;['Otsochodzi'];Otsochodzi;Slam;217826;True;['polish alternative rap', 'polish hip hop', 'polish trap'];28;0.468;0.827;1.0;-8.786;1.0;0.473;0.085;0.0;0.104;0.614;144.38;4.0
117;I Don't Care Anymore - 2016 Remaster;['Phil Collins'];Phil Collins;Hello, I Must Be Going! (Deluxe Edition);305706;False;['mellow gold', 'rock drums', 'soft rock'];59;0.703;0.422;11.0;-8.297;1.0;0.0378;0.188;0.00311;0.0851;0.442;140.494;4.0
118;2040;['PRO8L3M'];PRO8L3M;PRO8L3M;239586;False;['polish alternative rap', 'polish hip hop'];42;0.693;0.899;4.0;-3.686;0.0;0.381;0.243;0.0;0.0712;0.914;156.008;4.0
119;The World's First Ever Monster Truck Front Flip;['Arctic Monkeys'];Arctic Monkeys;Tranquility Base Hotel & Casino;180013;True;['garage rock', 'permanent wave', 'rock', 'sheffield indie'];49;0.602;0.601;10.0;-5.742;1.0;0.0303;0.346;0.349;0.0735;0.553;145.075;4.0
120;Art-B;['TACONAFIDE', 'Quebonafide', 'Taco Hemingway'];TACONAFIDE;Soma 0,5 mg;198946;False;['polish hip hop', 'polish trap'];50;0.78;0.788;6.0;-5.924;0.0;0.259;0.207;0.0;0.209;0.454;111.92;4.0
121;Szczękościsk;['Taco Hemingway'];Taco Hemingway;Jarmark;238920;False;['polish hip hop', 'polish trap'];44;0.576;0.598;10.0;-8.919;0.0;0.278;0.455;4.25e-06;0.121;0.514;89.428;4.0
122;These Days;['mike.'];mike.;This Isn't The Album;268565;True;['indie pop rap', 'pop rap', 'rap', 'rhode island rap', 'sad rap'];76;0.815;0.364;2.0;-11.158;1.0;0.375;0.533;3.52e-05;0.108;0.328;129.937;4.0
123;Intriguing Possibilities;['Trent Reznor and Atticus Ross'];Trent Reznor and Atticus Ross;The Social Network;264398;False;['soundtrack'];45;0.591;0.438;2.0;-15.025;1.0;0.0501;0.789;0.894;0.107;0.0237;133.007;4.0
124;Famous;['Kanye West'];Kanye West;The Life Of Pablo;196040;True;['chicago rap', 'rap'];75;0.465;0.735;6.0;-3.715;1.0;0.117;0.0711;0.0;0.0975;0.409;173.935;4.0
125;Minotaur;['Reto'];Reto;DAMN.;231240;True;['polish hip hop', 'polish trap'];47;0.521;0.755;8.0;-6.7;1.0;0.372;0.192;0.0;0.346;0.34;80.668;4.0
126;Ghost in The Shell - Hyper House edit;['Magnus Deus'];Magnus Deus;Deus Magnus;356577;False;['dark clubbing'];39;0.696;0.559;5.0;-11.374;0.0;0.0354;0.317;0.867;0.111;0.138;104.983;4.0
127;Love You Anymore;['Michael Bublé'];Michael Bublé;love (Deluxe Edition);182666;False;['adult standards', 'canadian pop', 'jazz pop', 'lounge'];67;0.693;0.257;6.0;-7.785;1.0;0.0356;0.869;0.0;0.11;0.603;90.012;4.0
128;COPYCAT;['Billie Eilish'];Billie Eilish;dont smile at me;194711;False;['art pop', 'electropop', 'pop'];75;0.679;0.388;4.0;-10.977;0.0;0.0932;0.353;9.25e-05;0.341;0.234;124.909;4.0
129;Town of Strangers;['BOKKA'];BOKKA;Modern Alternative;213376;False;['polish alternative', 'polish electronica', 'polish indie'];22;0.664;0.3;9.0;-10.941;0.0;0.0316;0.426;0.768;0.112;0.207;127.94;4.0
130;Seven Nation Army;['The White Stripes'];The White Stripes;Elephant;232106;False;['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock'];85;0.743;0.446;4.0;-7.807;0.0;0.0683;0.0039;0.118;0.337;0.278;123.596;4.0
131;Animal;['Miike Snow'];Miike Snow;Miike Snow;263426;False;['alternative dance', 'electropop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'shimmer pop', 'swedish electropop', 'swedish indie pop', 'swedish synthpop'];64;0.774;0.721;6.0;-6.662;0.0;0.0773;0.0126;6.49e-06;0.0952;0.654;118.048;4.0
132;Bon Voyage;"['Otsochodzi', ""Phunk'ill""]";Otsochodzi;Slam;220844;True;['polish alternative rap', 'polish hip hop', 'polish trap'];37;0.8;0.578;6.0;-7.24;1.0;0.349;0.19;0.0;0.104;0.541;88.955;4.0
133;Standing in the Rain (with Mark Ronson & Dan Auerbach);['Action Bronson', 'Mark Ronson', 'Dan Auerbach'];Action Bronson;Suicide Squad: The Album;202144;True;['alternative hip hop', 'east coast hip hop', 'escape room', 'hip hop', 'nyc rap', 'queens hip hop', 'rap', 'underground hip hop'];56;0.642;0.901;1.0;-3.688;0.0;0.0773;0.0168;1.97e-06;0.0887;0.352;100.039;4.0
134;candy.doll;['schafter'];schafter;hors d'oeuvre;136149;False;['polish hip hop', 'polish trap'];54;0.717;0.599;11.0;-11.471;0.0;0.116;0.299;0.00404;0.0594;0.22;81.027;4.0
135;Ex;['Kuban'];Kuban;Myślisz jeszcze?;212893;False;['polish alternative rap', 'polish hip hop'];38;0.894;0.664;9.0;-5.914;0.0;0.208;0.147;0.0;0.0881;0.577;118.04;4.0
136;Thinkin Aboutchu;['Dan Croll'];Dan Croll;Sweet Disarray;178788;False;['shimmer pop'];26;0.677;0.637;1.0;-7.334;1.0;0.0298;0.00384;0.0191;0.282;0.456;95.004;4.0
137;jolka (trailer);['chillwagon'];chillwagon;jolka (trailer);147208;False;['polish hip hop', 'polish trap'];54;0.785;0.811;0.0;-4.593;1.0;0.0472;0.13;0.0;0.154;0.321;149.92;4.0
138;Yamborghini High (feat. Juicy J);['A$AP Mob', 'Juicy J'];A$AP Mob;Yamborghini High (feat. Juicy J);302004;True;['hip hop', 'rap', 'southern hip hop', 'trap', 'vapor trap'];69;0.838;0.765;7.0;-6.299;1.0;0.28;0.0283;1.5e-05;0.0779;0.635;137.767;4.0
139;Mięso;['Taco Hemingway'];Taco Hemingway;Trójkąt warszawski;257672;True;['polish hip hop', 'polish trap'];48;0.794;0.438;6.0;-13.475;1.0;0.379;0.74;0.0;0.0835;0.569;145.792;4.0
140;Shook Ones, Pt. II - Instrumental;['Mobb Deep'];Mobb Deep;The Infamous - 25th Anniversary Expanded Edition;276640;False;['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap'];46;0.718;0.778;10.0;-6.701;0.0;0.0451;0.000815;0.855;0.042;0.642;93.961;4.0
141;STAR WAY;['LXST CXNTURY'];LXST CXNTURY;UNIVERSE OF THE PAST;167800;True;['drift phonk'];46;0.63;0.845;9.0;-6.884;1.0;0.0506;0.0134;0.932;0.115;0.111;74.983;4.0
142;Beauty;['Epic Mountain'];Epic Mountain;Kurzgesagt, Vol. 5 (Original Motion Picture Soundtrack);268915;False;['video game music'];19;0.381;0.155;9.0;-17.244;0.0;0.0329;0.673;0.813;0.151;0.0813;87.84;4.0
143;To Brzmi Jak;['Dwa Sławy'];Dwa Sławy;To brzmi jak;213821;True;['polish hip hop'];30;0.85;0.797;10.0;-6.338;1.0;0.203;0.0619;0.0;0.139;0.672;109.992;4.0
144;Śnieg;['Bedoes', 'Kubi Producent'];Bedoes;Kwiat polskiej młodzieży;198468;False;['polish hip hop', 'polish trap'];44;0.566;0.513;5.0;-11.362;1.0;0.104;0.0793;0.0;0.109;0.409;85.486;4.0
145;NDA;['Billie Eilish'];Billie Eilish;Happier Than Ever;195776;True;['art pop', 'electropop', 'pop'];79;0.765;0.373;8.0;-9.921;1.0;0.0713;0.341;0.525;0.112;0.554;85.016;4.0
146;Uzależniony;['Smolasty', 'Otsochodzi'];Smolasty;Uzależniony;193500;True;['polish hip hop', 'polish pop', 'polish trap'];42;0.704;0.627;8.0;-7.428;0.0;0.341;0.519;0.0;0.171;0.679;155.02;4.0
147;Kręcę*;['Otsochodzi'];Otsochodzi;Miłość;169853;True;['polish alternative rap', 'polish hip hop', 'polish trap'];33;0.646;0.503;1.0;-11.038;0.0;0.468;0.558;0.0;0.37;0.383;126.06;4.0
148;Eyes Closed;['Halsey'];Halsey;hopeless fountain kingdom (Deluxe);202438;False;['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop'];60;0.581;0.684;1.0;-4.962;0.0;0.0429;0.0179;1.93e-05;0.0849;0.0397;129.966;4.0
149;Układanka;['Jan-Rapowanie', 'Nocny', 'Holak'];Jan-Rapowanie;Plansze;186504;False;['polish hip hop'];63;0.822;0.578;11.0;-11.72;0.0;0.389;0.693;0.0;0.311;0.567;111.102;4.0
150;On My Own;['Darci'];Darci;On My Own;171692;True;['trap soul', 'wave'];74;0.767;0.593;4.0;-5.901;1.0;0.0413;0.0324;4.5e-06;0.0878;0.579;130.007;4.0
151;See You In A Few;['Harry Gregson-Williams'];Harry Gregson-Williams;The Martian: Original Motion Picture Score;311613;False;['british soundtrack', 'soundtrack', 'video game music'];34;0.0787;0.0873;10.0;-20.529;1.0;0.0313;0.844;0.912;0.107;0.0347;78.521;4.0
152;Bound 2;['Kanye West'];Kanye West;Yeezus;229146;True;['chicago rap', 'rap'];82;0.367;0.665;1.0;-2.821;1.0;0.0465;0.145;0.0;0.113;0.31;148.913;4.0
153;Feels Like We Only Go Backwards;['Tame Impala'];Tame Impala;Lonerism;192960;False;['australian psych', 'neo-psychedelic'];77;0.303;0.9;2.0;-2.352;0.0;0.0574;0.0277;0.635;0.11;0.491;149.508;4.0
154;stupid horse;['100 gecs', 'Laura Les', 'Dylan Brady'];100 gecs;1000 gecs;121681;True;['escape room', 'hyperpop'];62;0.526;0.902;3.0;-4.876;1.0;0.314;0.0529;0.0;0.531;0.797;168.188;4.0
155;ODIUM;['LXST CXNTURY', 'Kingpin Skinny Pimp'];LXST CXNTURY;UNIVERSE OF THE PAST;166579;True;['drift phonk'];74;0.708;0.781;11.0;-8.267;0.0;0.0638;0.163;0.885;0.392;0.345;74.997;4.0
156;Tinder Love;['PlanBe'];PlanBe;Insomnia;244660;False;['polish hip hop', 'polish trap'];42;0.664;0.732;8.0;-5.667;0.0;0.339;0.689;0.0;0.253;0.392;115.675;4.0
157;Final Frontier;['Thomas Bergersen'];Thomas Bergersen;Sun;284062;False;['epicore', 'soundtrack', 'video game music'];46;0.472;0.65;8.0;-10.113;1.0;0.0431;0.124;0.922;0.0927;0.0767;134.965;4.0
158;C'est la vie;['Bedoes', 'Kubi Producent'];Bedoes;Aby śmierć miała znaczenie;191653;False;['polish hip hop', 'polish trap'];37;0.751;0.51;7.0;-8.848;1.0;0.161;0.0792;0.0;0.0744;0.157;147.956;4.0
159;Brak snu, stres i używki;['Żabson', 'Szpaku'];Żabson;Internaziomal;193266;False;['polish hip hop', 'polish trap'];46;0.576;0.809;1.0;-4.459;1.0;0.29;0.104;0.0;0.143;0.399;180.069;4.0
160;GAZPROM;['Quebonafide', 'Sokół', 'Czarny HIFI'];Quebonafide;ROMANTIC PSYCHO;194826;False;['polish hip hop'];52;0.708;0.815;10.0;-4.997;0.0;0.221;0.233;0.0;0.422;0.645;92.055;4.0
161;Flickers;['Son Lux'];Son Lux;We Are Rising;295882;False;['abstract hip hop'];47;0.325;0.333;10.0;-9.796;0.0;0.036;0.417;0.229;0.128;0.0676;104.953;4.0
162;Bye Bye Macadam;['Rone'];Rone;Tohu Bohu;265250;False;['electronica', 'french indie pop', 'french indietronica', 'minimal techno', 'new french touch'];52;0.593;0.509;4.0;-12.042;0.0;0.0626;0.107;0.893;0.277;0.0769;190.028;4.0
163;Life's Not Fair;['Hans Zimmer'];Hans Zimmer;The Lion King (Original Motion Picture Soundtrack);103813;False;['german soundtrack', 'soundtrack'];46;0.406;0.196;7.0;-22.182;1.0;0.0405;0.521;0.922;0.1;0.0361;110.686;4.0
164;Fortunate Son;['Creedence Clearwater Revival'];Creedence Clearwater Revival;Willy And The Poor Boys;140773;False;['album rock', 'classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock'];82;0.64;0.663;0.0;-7.516;1.0;0.0374;0.201;0.00806;0.152;0.663;132.77;4.0
165;Enough Of Our Machines;['Son Lux'];Son Lux;Lanterns;308680;False;['abstract hip hop'];28;0.563;0.254;0.0;-12.738;0.0;0.0449;0.89;0.168;0.119;0.176;155.869;3.0
166;Normalnie żyjąc;['Guzior'];Guzior;Evil Twin;199541;False;['polish hip hop'];32;0.65;0.674;2.0;-3.902;1.0;0.0579;0.0667;0.0;0.124;0.0579;110.529;4.0
167;"The Son of Flynn - From ""TRON: Legacy""/Score";['Daft Punk'];Daft Punk;TRON: Legacy;95226;False;['electro', 'filter house'];55;0.543;0.775;0.0;-17.616;0.0;0.052;0.901;0.902;0.258;0.0222;106.018;4.0
168;@ (trailer);['chillwagon'];chillwagon;@ (trailer);255201;False;['polish hip hop', 'polish trap'];60;0.822;0.727;3.0;-6.899;0.0;0.184;0.29;0.0;0.272;0.822;127.941;4.0
169;House Key;['Lolawolf'];Lolawolf;Everyfuckinday;157000;True;['electropop'];44;0.848;0.413;2.0;-7.601;0.0;0.0796;0.0147;0.0151;0.0959;0.136;169.965;4.0
170;Pyre;['Son Lux'];Son Lux;Lanterns;295733;False;['abstract hip hop'];38;0.558;0.557;1.0;-8.475;1.0;0.0639;0.194;0.0334;0.359;0.131;89.997;4.0
171;Midnight City;['M83'];M83;Hurry Up, We're Dreaming;241440;False;['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop'];74;0.526;0.712;11.0;-6.525;0.0;0.0356;0.0161;0.0;0.179;0.32;105.009;4.0
172;Gry losowe;['PRO8L3M'];PRO8L3M;Ground Zero Mixtape;92432;False;['polish alternative rap', 'polish hip hop'];38;0.686;0.887;1.0;-3.153;1.0;0.304;0.178;0.0;0.312;0.354;147.902;4.0
173;Ciuchy, kobiety...;['Quebonafide', 'Chris Carson', 'Sitek', 'Ras', 'Dwa Sławy'];Quebonafide;Ezoteryka;332720;False;['polish hip hop'];34;0.368;0.765;1.0;-5.245;1.0;0.217;0.009;0.0;0.492;0.183;88.011;5.0
174;Euforia;['Otsochodzi'];Otsochodzi;Miłość;194788;True;['polish alternative rap', 'polish hip hop', 'polish trap'];49;0.761;0.777;8.0;-5.62;0.0;0.137;0.0484;0.0;0.13;0.746;142.112;4.0
175;Criminals;['F.O.O.L'];F.O.O.L;Revenger;250920;False;['complextro', 'dark clubbing', 'edm', 'electro house', 'gaming edm'];56;0.591;0.885;8.0;-5.193;1.0;0.0287;0.00152;0.482;0.112;0.111;109.983;4.0
176;Delfin;['Bedoes', 'Kubi Producent', 'Koldi', 'Young Multi', 'Beteo'];Bedoes;Kwiat polskiej młodzieży;336866;False;['polish hip hop', 'polish trap'];56;0.787;0.792;1.0;-7.187;1.0;0.327;0.309;0.0;0.138;0.507;160.03;4.0
177;flaga;['chillwagon'];chillwagon;chillwagon;186838;False;['polish hip hop', 'polish trap'];44;0.744;0.66;7.0;-8.344;1.0;0.283;0.158;0.0;0.107;0.704;149.93;4.0
178;Dancin - Krono Remix;['Aaron Smith', 'Luvli', 'Krono'];Aaron Smith;Ibiza 2019;256000;False;[];75;0.751;0.727;10.0;-9.789;0.0;0.0304;0.0442;0.0338;0.1;0.28;119.982;4.0
179;Sweet Disarray;['Dan Croll'];Dan Croll;Sweet Disarray;205034;False;['shimmer pop'];31;0.272;0.375;11.0;-10.345;1.0;0.0344;0.00287;0.00256;0.154;0.0793;81.558;4.0
180;Omori omori;['Guzior'];Guzior;Evil Twin;225402;False;['polish hip hop'];44;0.488;0.903;8.0;-6.271;0.0;0.136;0.275;0.0;0.467;0.335;114.989;4.0
181;Papierosy;['Reto'];Reto;Papierosy;235312;True;['polish hip hop', 'polish trap'];56;0.715;0.688;9.0;-6.977;0.0;0.209;0.627;0.0;0.119;0.727;136.024;4.0
182;The Way;['Zack Hemsey'];Zack Hemsey;The Way;426266;False;['epicore', 'scorecore'];58;0.251;0.446;5.0;-11.942;0.0;0.049;0.043;0.933;0.0906;0.114;123.415;4.0
183;Sam;['PlanBe'];PlanBe;Insomnia;297834;False;['polish hip hop', 'polish trap'];35;0.702;0.744;9.0;-7.353;0.0;0.124;0.322;4.1e-06;0.0987;0.331;125.979;4.0
184;Bania;['Reto'];Reto;K R U K;210933;True;['polish hip hop', 'polish trap'];29;0.604;0.699;8.0;-7.083;1.0;0.101;0.307;3.25e-06;0.106;0.363;148.071;4.0
185;Mogę Dziś Umierać;['White 2115'];White 2115;Młody Książę;171253;False;['polish hip hop', 'polish trap'];58;0.841;0.611;3.0;-8.994;1.0;0.0973;0.136;3.96e-06;0.114;0.566;127.965;4.0
186;Wow;['Bedoes', 'Kubi Producent'];Bedoes;Kwiat polskiej młodzieży;172105;False;['polish hip hop', 'polish trap'];49;0.806;0.748;6.0;-7.472;0.0;0.357;0.294;0.0;0.0837;0.455;149.082;4.0
187;Frontlines;['Zeds Dead', 'NGHTMRE', 'GG Magree'];Zeds Dead;Northern Lights;214733;False;['brostep', 'canadian electronic', 'dubstep', 'edm', 'electro house', 'electronic trap', 'progressive electro house', 'vapor twitch'];58;0.407;0.925;11.0;-4.155;0.0;0.0747;0.0113;0.0025;0.192;0.119;151.993;4.0
188;Przywilej;['Włodi', 'Otsochodzi'];Włodi;Wszystkie drogi prowadzą do dymu;205880;False;['polish hip hop'];0;0.512;0.414;1.0;-10.664;0.0;0.107;0.482;1.69e-05;0.095;0.0716;130.858;1.0
189;Ode to Sleep;['Twenty One Pilots'];Twenty One Pilots;Vessel;308388;False;['modern rock', 'rock'];65;0.446;0.76;7.0;-3.608;1.0;0.0453;0.00891;0.000108;0.232;0.512;150.033;4.0
190;Phase 09 - Sombrero;['Solar Fields'];Solar Fields;Until We Meet The Sky;345170;False;['ambient trance', 'downtempo', 'psychill', 'space ambient'];49;0.459;0.35;7.0;-15.912;0.0;0.0356;0.0407;0.81;0.137;0.037;89.89;3.0
191;Lane Boy;['Twenty One Pilots'];Twenty One Pilots;Blurryface;253093;False;['modern rock', 'rock'];70;0.616;0.811;7.0;-4.804;1.0;0.0626;0.0573;1.57e-05;0.0566;0.913;159.929;4.0
192;Ghost Town;['Adam Lambert'];Adam Lambert;The Original High (Deluxe Version);208330;True;['dance pop', 'electropop', 'idol', 'post-teen pop'];67;0.703;0.736;4.0;-5.709;0.0;0.046;0.186;1.92e-05;0.174;0.274;119.955;4.0
193;Born To Die;['Lana Del Rey'];Lana Del Rey;Born To Die - The Paradise Edition;285400;False;['art pop', 'pop'];63;0.428;0.626;4.0;-6.639;0.0;0.0339;0.222;8.22e-05;0.277;0.379;86.02;4.0
194;In The Night;['The Weeknd'];The Weeknd;Beauty Behind The Madness;235653;True;['canadian contemporary r&b', 'canadian pop', 'pop'];74;0.505;0.68;7.0;-4.993;1.0;0.0714;0.0796;0.0;0.0465;0.539;168.022;3.0
195;Lonely Life;['Miike Snow'];Miike Snow;iii;195226;False;['alternative dance', 'electropop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'shimmer pop', 'swedish electropop', 'swedish indie pop', 'swedish synthpop'];34;0.584;0.796;0.0;-4.951;1.0;0.0362;0.0633;0.000247;0.318;0.365;92.011;4.0
196;Champions;['Kanye West', 'Gucci Mane', 'Big Sean', '2 Chainz', 'Travis Scott', 'Yo Gotti', 'Quavo', 'Desiigner'];Kanye West;Champions;334253;True;['chicago rap', 'rap'];70;0.692;0.774;6.0;-2.48;0.0;0.0876;0.0623;0.0;0.873;0.349;134.952;4.0
197;VHS;['PRO8L3M'];PRO8L3M;PRO8L3M;202506;False;['polish alternative rap', 'polish hip hop'];47;0.677;0.736;2.0;-4.953;1.0;0.37;0.341;0.0;0.293;0.423;123.54;4.0
198;1998 (mam to we krwi);['Bedoes', 'Lanek'];Bedoes;Opowieści z Doliny Smoków;232133;False;['polish hip hop', 'polish trap'];60;0.721;0.651;1.0;-7.962;1.0;0.41;0.324;0.0;0.259;0.233;148.744;4.0
199;10 Years;['Daði Freyr'];Daði Freyr;10 Years;166000;False;['icelandic pop', 'sunnlensk tonlist'];65;0.798;0.621;2.0;-6.916;0.0;0.0391;0.0141;0.000148;0.0926;0.443;123.038;4.0
200;Rectifier;['Daft Punk'];Daft Punk;TRON: Legacy - The Complete Edition (Original Motion Picture Soundtrack);134047;False;['electro', 'filter house'];43;0.449;0.198;2.0;-14.778;1.0;0.0343;0.49;0.917;0.106;0.0399;131.866;4.0
201;Pumped Up Kicks;['Foster The People'];Foster The People;Torches;239600;False;['indietronica', 'modern rock', 'rock'];85;0.733;0.71;5.0;-5.849;0.0;0.0292;0.145;0.115;0.0956;0.965;127.975;4.0
202;Reżyseria: Kubrick;['Taco Hemingway'];Taco Hemingway;Café Belga;211813;True;['polish hip hop', 'polish trap'];45;0.673;0.498;1.0;-5.559;0.0;0.379;0.454;0.0;0.319;0.338;182.01;4.0
203;Napad na bankiet;['Sokół', 'PRO8L3M', 'Steez83', 'Taco Hemingway'];Sokół;Wojtek Sokół;287906;True;['polish hip hop'];56;0.778;0.62;11.0;-6.937;0.0;0.256;0.0702;0.0;0.067;0.361;136.058;4.0
204;Strumień;['PRO8L3M'];PRO8L3M;PRO8L3M;97426;False;['polish alternative rap', 'polish hip hop'];34;0.652;0.631;0.0;-6.123;1.0;0.369;0.532;0.0;0.342;0.596;90.248;4.0
205;2031;['Taco Hemingway'];Taco Hemingway;Café Belga;299546;True;['polish hip hop', 'polish trap'];47;0.857;0.513;5.0;-8.51;1.0;0.402;0.228;0.0;0.0904;0.688;137.982;4.0
206;Sleepless Nights;['FM Attack'];FM Attack;Dreamatic;407695;False;['chillsynth', 'filter house', 'synthwave'];42;0.643;0.668;0.0;-6.927;1.0;0.0313;0.00193;0.132;0.267;0.836;128.107;4.0
207;Why Age;['Epic Mountain'];Epic Mountain;Kurzgesagt, Vol. 4 (Original Motion Picture Soundtrack);411706;False;['video game music'];25;0.556;0.0558;1.0;-24.189;1.0;0.0488;0.993;0.947;0.102;0.121;120.074;4.0
208;Ruchy;['Jan-Rapowanie', 'Nocny'];Jan-Rapowanie;Plansze;205468;False;['polish hip hop'];49;0.763;0.58;1.0;-12.716;1.0;0.267;0.764;5.16e-05;0.287;0.531;132.925;4.0
209;Znowu Zamuliłem;['Otsochodzi', 'ZETENWUPE'];Otsochodzi;Slam;180976;True;['polish alternative rap', 'polish hip hop', 'polish trap'];31;0.681;0.782;11.0;-6.862;0.0;0.325;0.248;2.62e-06;0.364;0.833;96.201;4.0
210;FOR U;['SevenPhoenix', 'Pham'];SevenPhoenix;FOR U;189073;True;[];50;0.691;0.546;1.0;-7.682;1.0;0.143;0.245;0.0306;0.124;0.274;115.982;4.0
211;Wiatr;['Taco Hemingway'];Taco Hemingway;Wosk;221718;False;['polish hip hop', 'polish trap'];49;0.624;0.391;1.0;-12.071;1.0;0.382;0.399;0.0035;0.0911;0.742;102.45;4.0
212;NICKI;['Trill Pem', 'Wac Toja'];Trill Pem;So! Fresh;234764;True;['polish hip hop', 'polish trap'];56;0.789;0.525;0.0;-4.323;1.0;0.123;0.126;0.0;0.0958;0.073;137.006;4.0
213;Proces Spalania;['Włodi'];Włodi;Wszystko Z Dymem;211870;True;['polish hip hop'];46;0.412;0.9;1.0;-5.03;0.0;0.345;0.152;0.0;0.861;0.546;82.745;4.0
214;My Love (feat. Jess Glynne);['Route 94', 'Jess Glynne'];Route 94;My Love (feat. Jess Glynne);259934;False;['deep groove house', 'house', 'pop dance', 'uk dance'];74;0.814;0.622;8.0;-7.573;1.0;0.0492;0.000132;0.72;0.0658;0.726;119.976;4.0
215;Bandito;['Twenty One Pilots'];Twenty One Pilots;Trench;330986;False;['modern rock', 'rock'];64;0.661;0.52;11.0;-8.367;0.0;0.028;0.256;0.0246;0.105;0.427;127.089;4.0
216;I Don't Even Care About You;['MISSIO'];MISSIO;Loner;215413;False;['alt z', 'electropop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'rock'];54;0.539;0.704;11.0;-6.861;0.0;0.045;0.000708;0.00368;0.0782;0.185;145.056;4.0
217;I Wanna Be Yours;['Arctic Monkeys'];Arctic Monkeys;AM;183956;False;['garage rock', 'permanent wave', 'rock', 'sheffield indie'];84;0.464;0.417;0.0;-9.345;0.0;0.0256;0.136;0.022;0.0974;0.479;67.528;4.0
218;Tunnel;['Justin Hurwitz'];Justin Hurwitz;First Man (Original Motion Picture Soundtrack);52333;False;['hollywood', 'movie tunes'];25;0.284;0.0039;1.0;-45.66;0.0;0.0443;0.826;0.971;0.109;0.284;111.475;5.0
219;Tamte dni;['Daniel Moro', 'Kali'];Daniel Moro;Punkt widzenia;271500;False;[];34;0.876;0.427;11.0;-13.554;0.0;0.141;0.43;0.0;0.113;0.733;128.04;4.0
220;Legendy Polskie - Kocham Wolność;['Mateusz Matheo Schmidt / Damian Ukeje'];Mateusz Matheo Schmidt / Damian Ukeje;Legendy Polskie - Kocham Wolność;167796;False;[];37;0.15;0.76;11.0;-6.815;0.0;0.172;0.0265;0.0;0.316;0.262;66.339;4.0
221;Bossman;['Reto'];Reto;DAMN.;285600;True;['polish hip hop', 'polish trap'];50;0.6;0.625;8.0;-8.505;1.0;0.379;0.756;0.0;0.145;0.474;182.15;4.0
222;Personal Jesus - Original Single Version;['Depeche Mode', 'Francois Kevorkian'];Depeche Mode;Personal Jesus;224906;False;['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop'];64;0.637;0.682;11.0;-11.625;1.0;0.0366;0.0112;0.0234;0.0473;0.714;129.983;4.0
223;Ghost Lite;['foxwedding'];foxwedding;wave 002;225671;False;['drift phonk', 'wave'];32;0.664;0.523;1.0;-10.153;1.0;0.108;0.00666;0.0653;0.486;0.156;121.095;4.0
224;Had Some Drinks;['Two Feet'];Two Feet;Had Some Drinks;140973;True;['indie poptimism', 'modern rock', 'pop'];68;0.825;0.304;5.0;-11.597;1.0;0.101;0.14;0.000498;0.147;0.3;84.927;4.0
225;Sunset;['The xx'];The xx;Coexist;218586;False;['downtempo', 'dream pop', 'indietronica'];55;0.836;0.181;2.0;-15.878;1.0;0.0778;0.557;0.45;0.113;0.383;119.98;4.0
226;SSJ2 (Same kłopoty);['Guzior'];Guzior;Evil Twin;283278;False;['polish hip hop'];41;0.754;0.794;2.0;-4.646;1.0;0.223;0.203;0.0;0.127;0.298;122.002;4.0
